event_id,application,event_type,user_role,processing_time_ms,payload_size_kb,status,region,timestamp
14476,GitHub,push,analyst,516,444,success,us-east-1,2026-06-25 20:25:39.263255
14477,GitHub,pull_request,developer,402,83,success,eu-west-1,2026-07-01 20:39:39.263347
14478,ServiceNow,push,analyst,1013,806,success,eu-west-1,2026-07-15 08:29:39.263449
14479,ServiceNow,pull_request,admin,108,167,success,us-east-1,2026-07-09 08:25:39.263551
14480,GitHub,pull_request,analyst,1117,608,success,us-east-1,2026-06-26 14:14:39.263647
14481,ServiceNow,push,developer,201,94,success,eu-west-1,2026-06-19 01:34:39.263740
14482,GitHub,pull_request,admin,536,119,success,us-east-1,2026-06-22 10:03:39.263833
14483,GitHub,push,developer,1216,581,success,us-west-2,2026-06-23 12:30:39.263927
14484,GitHub,deployment,admin,455,70,failed,us-east-1,2026-06-16 11:28:39.264033
14485,GitHub,deployment,analyst,1973,343,success,us-west-2,2026-06-26 17:37:39.264128
14486,Slack,release,admin,943,854,failed,eu-west-1,2026-06-26 17:50:39.264221
14487,ServiceNow,deployment,developer,565,100,success,eu-west-1,2026-07-13 14:50:39.264314
14488,Salesforce,deployment,developer,1617,555,success,eu-west-1,2026-06-12 09:14:39.264408
14489,Salesforce,deployment,admin,163,350,success,us-east-1,2026-06-21 01:55:39.264500
14490,Slack,pull_request,analyst,351,781,success,eu-west-1,2026-06-12 17:21:39.264601
14491,Salesforce,pull_request,admin,917,525,success,us-west-2,2026-06-23 00:34:39.264696
14492,GitHub,deployment,developer,289,92,success,us-west-2,2026-06-13 04:49:39.264787
14493,Salesforce,pull_request,developer,1156,813,success,us-west-2,2026-06-20 18:09:39.264878
14494,Jira,deployment,analyst,697,188,success,us-east-1,2026-07-06 15:18:39.264980
14495,Salesforce,issue,analyst,1292,665,success,us-east-1,2026-06-15 09:11:39.265078
14496,Jira,push,developer,726,915,success,us-west-2,2026-07-11 06:28:39.265172
14497,ServiceNow,deployment,developer,1971,115,success,us-west-2,2026-06-24 20:21:39.265265
14498,GitHub,release,developer,1336,894,success,us-west-2,2026-06-30 14:23:39.265361
14499,Salesforce,pull_request,admin,1983,819,success,eu-west-1,2026-06-21 22:25:39.265454
14500,Slack,issue,developer,988,611,success,us-west-2,2026-06-18 03:05:39.265555
14501,Jira,deployment,admin,1409,220,success,us-east-1,2026-06-19 07:14:39.265647
14502,Jira,pull_request,analyst,1788,945,success,us-west-2,2026-07-07 10:21:39.265741
14503,Jira,release,analyst,1450,452,success,eu-west-1,2026-06-18 20:13:39.265834
14504,GitHub,pull_request,analyst,1093,280,success,eu-west-1,2026-07-07 04:11:39.265927
14505,ServiceNow,deployment,developer,1576,101,success,eu-west-1,2026-06-22 16:55:39.266032
14506,GitHub,issue,analyst,551,414,success,eu-west-1,2026-06-15 05:03:39.266128
14507,Jira,deployment,analyst,76,422,success,eu-west-1,2026-06-16 21:45:39.266223
14508,Slack,release,admin,1078,909,success,us-west-2,2026-06-27 15:02:39.266317
14509,Jira,push,analyst,916,419,success,us-east-1,2026-06-19 11:35:39.266417
14510,Slack,issue,admin,1818,126,success,us-east-1,2026-07-03 00:39:39.266514
14511,GitHub,pull_request,admin,1972,84,success,us-west-2,2026-07-03 05:14:39.266618
14512,Slack,push,admin,1898,232,success,us-east-1,2026-06-18 22:21:39.266718
14513,GitHub,push,analyst,511,367,failed,eu-west-1,2026-06-15 09:21:39.266812
14514,Jira,push,analyst,1402,492,success,eu-west-1,2026-07-11 09:37:39.266906
14515,Slack,push,developer,282,965,success,us-west-2,2026-07-04 15:59:39.267030
14516,Slack,deployment,analyst,1762,467,success,us-west-2,2026-07-06 03:25:39.267172
14517,GitHub,pull_request,admin,510,633,failed,us-east-1,2026-06-21 09:12:39.267270
14518,Slack,deployment,admin,1737,192,success,us-east-1,2026-07-03 19:36:39.267366
14519,Jira,deployment,admin,1713,704,success,eu-west-1,2026-06-26 23:00:39.267465
14520,Jira,release,analyst,83,111,success,us-east-1,2026-07-08 08:38:39.267570
14521,GitHub,pull_request,admin,660,494,success,eu-west-1,2026-06-11 08:20:39.267664
14522,GitHub,issue,analyst,643,539,success,us-west-2,2026-07-09 19:41:39.267763
14523,Jira,pull_request,admin,1793,160,success,us-east-1,2026-06-25 11:22:39.267856
14524,Slack,release,developer,273,552,success,us-west-2,2026-06-18 13:57:39.267949
14525,GitHub,pull_request,analyst,88,667,success,us-east-1,2026-06-23 14:41:39.268057
14526,GitHub,issue,developer,61,944,success,eu-west-1,2026-06-29 05:31:39.268152
14527,Salesforce,push,analyst,1631,392,success,us-east-1,2026-07-09 03:07:39.268245
14528,GitHub,deployment,developer,662,384,success,us-west-2,2026-07-12 04:59:39.268341
14529,ServiceNow,release,analyst,1204,564,success,us-west-2,2026-07-04 10:20:39.268439
14530,Jira,release,admin,307,212,success,us-east-1,2026-06-20 05:43:39.268542
14531,GitHub,issue,admin,706,446,success,eu-west-1,2026-07-05 21:18:39.268638
14532,ServiceNow,push,analyst,1833,289,failed,us-east-1,2026-06-16 13:53:39.268731
14533,Salesforce,push,developer,710,911,success,us-west-2,2026-07-12 08:27:39.268824
14534,Jira,pull_request,analyst,1729,214,success,eu-west-1,2026-06-17 07:03:39.268917
14535,ServiceNow,deployment,admin,1168,428,success,us-west-2,2026-06-21 14:56:39.269025
14536,Jira,deployment,admin,26,945,success,us-east-1,2026-07-05 12:56:39.269119
14537,Slack,issue,developer,305,431,success,us-east-1,2026-07-12 10:55:39.269212
14538,Jira,push,admin,1013,607,success,us-east-1,2026-07-06 17:38:39.269304
14539,ServiceNow,pull_request,analyst,1242,683,success,eu-west-1,2026-07-09 08:25:39.269399
14540,Slack,pull_request,admin,359,676,success,us-east-1,2026-06-21 12:08:39.269493
14541,GitHub,push,developer,1402,795,success,us-east-1,2026-07-09 00:28:39.269595
14542,Slack,issue,developer,378,385,success,us-west-2,2026-06-17 20:06:39.269687
14543,GitHub,push,analyst,116,922,success,us-east-1,2026-07-15 07:02:39.269781
14544,GitHub,push,developer,1090,526,success,eu-west-1,2026-06-28 20:19:39.269872
14545,Salesforce,deployment,developer,1102,594,success,us-east-1,2026-07-01 00:57:39.269965
14546,Salesforce,pull_request,admin,477,799,success,us-west-2,2026-06-21 04:41:39.270073
14547,GitHub,deployment,analyst,1687,882,success,us-west-2,2026-07-10 12:55:39.270168
14548,Jira,pull_request,admin,920,312,success,us-east-1,2026-06-22 01:02:39.270261
14549,ServiceNow,deployment,admin,367,142,success,eu-west-1,2026-07-10 02:42:39.270357
14550,Jira,deployment,analyst,1791,886,success,eu-west-1,2026-06-14 02:08:39.270458
14551,ServiceNow,issue,analyst,506,316,success,us-west-2,2026-06-19 14:24:39.270561
14552,GitHub,release,admin,1848,944,failed,eu-west-1,2026-07-05 10:05:39.270657
14553,Slack,push,admin,192,198,success,eu-west-1,2026-06-14 10:51:39.270751
14554,Slack,push,developer,1124,856,success,eu-west-1,2026-06-30 17:04:39.270844
14555,GitHub,issue,developer,536,173,success,eu-west-1,2026-06-22 14:16:39.270937
14556,Salesforce,push,developer,1752,475,success,us-west-2,2026-06-15 23:59:39.271042
14557,Jira,deployment,developer,1850,595,success,us-east-1,2026-06-16 21:33:39.271137
14558,Slack,release,analyst,1230,566,success,us-east-1,2026-06-18 01:40:39.271233
14559,ServiceNow,push,developer,1546,687,success,us-west-2,2026-06-27 13:51:39.271326
14560,ServiceNow,release,admin,240,231,success,eu-west-1,2026-07-13 19:46:39.271424
14561,Slack,deployment,developer,1069,208,success,us-east-1,2026-06-20 15:51:39.271516
14562,GitHub,issue,developer,748,49,success,us-east-1,2026-07-07 12:33:39.271620
14563,Slack,deployment,analyst,597,635,success,us-east-1,2026-07-06 08:36:39.271713
14564,Jira,issue,admin,376,146,success,eu-west-1,2026-07-07 21:52:39.271806
14565,ServiceNow,issue,developer,221,106,success,us-east-1,2026-06-24 12:49:39.271898
14566,Slack,release,analyst,1026,83,success,us-east-1,2026-06-24 01:34:39.272003
14567,ServiceNow,release,admin,836,896,success,eu-west-1,2026-06-26 01:45:39.272098
14568,GitHub,release,analyst,1528,309,success,eu-west-1,2026-06-26 22:46:39.272192
14569,ServiceNow,pull_request,admin,680,47,success,us-west-2,2026-06-30 12:30:39.272288
14570,Salesforce,deployment,admin,1007,384,success,us-west-2,2026-06-22 22:31:39.272386
14571,GitHub,push,analyst,1433,177,success,eu-west-1,2026-06-27 11:02:39.272480
14572,Jira,pull_request,analyst,873,412,failed,eu-west-1,2026-07-13 12:02:39.272584
14573,Slack,release,analyst,1218,927,success,us-west-2,2026-06-11 07:04:39.272678
14574,GitHub,pull_request,admin,443,933,success,us-east-1,2026-07-13 11:43:39.272772
14575,GitHub,deployment,developer,1494,944,success,us-east-1,2026-06-19 19:07:39.272864
14576,Slack,push,analyst,660,764,success,us-east-1,2026-06-18 06:37:39.272957
14577,GitHub,deployment,developer,678,162,success,eu-west-1,2026-06-19 09:47:39.273070
14578,GitHub,deployment,admin,411,712,success,eu-west-1,2026-06-26 21:37:39.273168
14579,GitHub,pull_request,admin,1378,276,success,eu-west-1,2026-06-21 07:10:39.273261
14580,Jira,push,admin,1047,24,success,us-west-2,2026-07-08 15:56:39.273356
14581,Jira,push,developer,1348,307,success,eu-west-1,2026-07-14 16:07:39.273448
14582,ServiceNow,pull_request,admin,140,944,success,eu-west-1,2026-06-19 20:26:39.273550
14583,GitHub,deployment,analyst,1894,783,success,us-west-2,2026-06-13 03:34:39.273645
14584,Salesforce,deployment,analyst,56,158,success,eu-west-1,2026-06-29 15:59:39.273738
14585,Jira,push,analyst,696,719,success,us-west-2,2026-06-29 01:29:39.273830
14586,Salesforce,push,analyst,232,865,success,us-west-2,2026-06-27 03:11:39.273925
14587,Jira,release,developer,1643,529,success,us-west-2,2026-07-12 13:44:39.274060
14588,Jira,release,analyst,102,510,success,us-east-1,2026-07-09 19:23:39.274165
14589,Slack,pull_request,admin,262,289,success,us-west-2,2026-06-29 09:42:39.274259
14590,ServiceNow,deployment,analyst,1994,354,success,us-west-2,2026-06-18 12:10:39.274357
14591,Jira,deployment,analyst,1102,440,success,us-west-2,2026-07-06 11:39:39.274452
14592,Salesforce,release,developer,155,250,success,eu-west-1,2026-07-12 03:23:39.274556
14593,Salesforce,release,analyst,1989,640,success,us-west-2,2026-07-04 04:30:39.274652
14594,GitHub,release,admin,921,962,success,us-west-2,2026-07-09 09:53:39.274745
14595,ServiceNow,deployment,admin,1351,658,success,us-east-1,2026-06-22 22:46:39.274838
14596,ServiceNow,issue,developer,1075,18,success,us-west-2,2026-07-09 14:45:39.274930
14597,Jira,deployment,admin,285,422,failed,us-west-2,2026-06-12 08:58:39.275037
14598,Jira,pull_request,developer,709,987,success,us-west-2,2026-07-04 00:33:39.275132
14599,ServiceNow,issue,developer,1983,292,success,us-east-1,2026-07-11 17:06:39.275226
14600,Jira,deployment,developer,1955,904,success,us-east-1,2026-07-07 15:53:39.275321
14601,GitHub,release,admin,570,236,success,eu-west-1,2026-06-11 15:16:39.275416
14602,Jira,push,analyst,93,913,success,eu-west-1,2026-06-19 00:48:39.275510
14603,Slack,release,admin,446,874,success,us-east-1,2026-06-27 07:19:39.275613
14604,Salesforce,release,analyst,676,135,success,eu-west-1,2026-06-14 03:09:39.275707
14605,Salesforce,issue,admin,1930,263,success,eu-west-1,2026-07-07 21:49:39.275799
14606,ServiceNow,release,admin,208,778,success,eu-west-1,2026-07-04 00:39:39.275893
14607,ServiceNow,pull_request,developer,520,560,success,us-east-1,2026-07-14 22:11:39.275997
14608,ServiceNow,release,analyst,1675,895,success,us-east-1,2026-06-25 21:26:39.276097
14609,ServiceNow,release,admin,1147,833,success,us-west-2,2026-07-15 13:51:39.276195
14610,Jira,push,developer,1085,851,success,us-east-1,2026-06-17 17:24:39.276297
14611,ServiceNow,pull_request,developer,144,60,success,us-east-1,2026-07-04 22:02:39.276397
14612,Salesforce,push,admin,95,667,success,us-east-1,2026-07-11 16:01:39.276493
14613,Salesforce,push,developer,1870,931,success,eu-west-1,2026-06-27 22:27:39.276597
14614,GitHub,issue,developer,415,487,success,us-east-1,2026-06-19 16:29:39.276700
14615,Slack,release,developer,1218,716,success,eu-west-1,2026-07-12 05:13:39.276800
14616,Jira,pull_request,analyst,1518,230,success,us-east-1,2026-07-05 00:46:39.276897
14617,ServiceNow,pull_request,admin,340,126,success,us-west-2,2026-07-14 06:54:39.277004
14618,ServiceNow,push,admin,1211,350,success,us-east-1,2026-06-14 09:19:39.277099
14619,Slack,deployment,admin,1742,965,success,us-west-2,2026-06-17 10:00:39.277194
14620,GitHub,deployment,analyst,1848,347,success,eu-west-1,2026-07-08 22:36:39.277288
14621,Jira,release,developer,276,581,success,us-east-1,2026-07-05 14:30:39.277383
14622,ServiceNow,release,admin,22,649,success,us-west-2,2026-06-13 03:00:39.277478
14623,Jira,deployment,developer,1925,171,success,us-east-1,2026-07-14 16:01:39.277582
14624,Slack,push,admin,1732,62,success,us-west-2,2026-07-11 06:08:39.277677
14625,Salesforce,deployment,admin,727,868,success,eu-west-1,2026-07-11 16:09:39.277771
14626,Salesforce,deployment,admin,1310,803,success,us-east-1,2026-06-21 02:07:39.277867
14627,GitHub,release,analyst,720,96,success,us-west-2,2026-07-07 09:24:39.277964
14628,GitHub,issue,analyst,1691,510,success,eu-west-1,2026-07-05 06:18:39.278072
14629,GitHub,issue,analyst,462,292,success,us-east-1,2026-07-05 16:02:39.278165
14630,Slack,issue,admin,310,542,success,us-west-2,2026-06-25 16:07:39.278257
14631,Salesforce,deployment,developer,1763,344,success,us-east-1,2026-07-10 15:22:39.278355
14632,Slack,push,developer,353,867,success,us-east-1,2026-07-03 12:04:39.278450
14633,Jira,release,admin,1251,909,success,us-east-1,2026-06-22 07:22:39.278551
14634,Salesforce,release,developer,19,971,success,us-west-2,2026-06-13 03:05:39.278649
14635,Salesforce,push,admin,1816,727,success,us-east-1,2026-06-17 12:34:39.278743
14636,GitHub,release,admin,1289,692,success,eu-west-1,2026-07-08 12:35:39.278838
14637,Slack,pull_request,analyst,961,243,failed,eu-west-1,2026-06-28 17:00:39.278932
14638,ServiceNow,issue,admin,112,859,success,us-west-2,2026-06-21 07:45:39.279038
14639,ServiceNow,issue,admin,679,176,success,us-west-2,2026-07-02 00:20:39.279133
14640,ServiceNow,release,developer,1636,327,success,us-west-2,2026-06-12 01:19:39.279226
14641,Jira,deployment,analyst,942,260,success,us-east-1,2026-07-03 22:52:39.279321
14642,Salesforce,issue,analyst,903,594,success,us-east-1,2026-06-23 04:27:39.279413
14643,Jira,release,admin,675,560,success,us-east-1,2026-06-21 21:05:39.279506
14644,GitHub,pull_request,developer,471,622,success,us-east-1,2026-06-12 21:10:39.279609
14645,Slack,release,analyst,1766,607,success,us-east-1,2026-07-08 13:39:39.279704
14646,Slack,pull_request,analyst,1954,971,success,eu-west-1,2026-06-22 12:45:39.279798
14647,ServiceNow,pull_request,admin,932,945,success,eu-west-1,2026-06-11 05:50:39.279896
14648,Salesforce,pull_request,admin,1041,2,success,eu-west-1,2026-06-29 14:59:39.280002
14649,Slack,issue,analyst,701,714,success,us-west-2,2026-06-10 22:45:39.280098
14650,Slack,release,developer,700,217,success,eu-west-1,2026-06-30 10:57:39.280196
14651,Slack,release,admin,793,700,success,eu-west-1,2026-07-06 16:54:39.280293
14652,Salesforce,push,developer,1353,604,success,us-west-2,2026-06-24 02:21:39.280388
14653,Jira,pull_request,developer,1690,92,success,eu-west-1,2026-06-28 05:33:39.280481
14654,Slack,push,analyst,640,197,success,eu-west-1,2026-07-09 11:28:39.280585
14655,GitHub,release,developer,151,842,success,us-east-1,2026-06-11 16:34:39.280681
14656,Jira,deployment,developer,933,342,success,eu-west-1,2026-07-05 17:15:39.280775
14657,Jira,release,developer,974,169,success,us-west-2,2026-07-11 13:29:39.280868
14658,Slack,pull_request,analyst,1639,566,success,us-east-1,2026-07-04 11:42:39.280961
14659,Salesforce,deployment,developer,1395,349,success,eu-west-1,2026-06-24 23:51:39.281069
14660,Jira,issue,analyst,1344,237,success,us-east-1,2026-06-14 20:39:39.281166
14661,Jira,release,analyst,443,416,success,us-west-2,2026-06-22 10:12:39.281260
14662,Slack,push,developer,1610,635,success,us-east-1,2026-06-16 05:58:39.281363
14663,Salesforce,release,admin,412,222,success,us-east-1,2026-06-24 23:15:39.281458
14664,Jira,issue,developer,1103,7,success,eu-west-1,2026-06-15 07:42:39.281561
14665,Salesforce,pull_request,admin,488,491,success,eu-west-1,2026-07-11 04:02:39.281656
14666,ServiceNow,release,admin,99,698,success,us-east-1,2026-07-15 14:27:39.281753
14667,Slack,pull_request,admin,235,585,success,us-east-1,2026-07-11 16:42:39.281846
14668,Jira,pull_request,analyst,1575,595,success,eu-west-1,2026-06-12 16:10:39.281940
14669,Slack,issue,developer,691,187,success,eu-west-1,2026-06-29 03:08:39.282047
14670,GitHub,deployment,admin,266,572,success,us-west-2,2026-07-02 05:08:39.282142
14671,Jira,release,developer,86,542,success,us-west-2,2026-06-17 23:56:39.282236
14672,Slack,pull_request,admin,84,346,success,us-west-2,2026-07-05 01:29:39.282337
14673,Salesforce,pull_request,admin,1948,668,success,us-east-1,2026-06-12 11:26:39.282430
14674,Jira,pull_request,admin,287,358,success,us-west-2,2026-07-02 01:06:39.282525
14675,GitHub,pull_request,admin,1230,378,failed,us-east-1,2026-06-28 03:59:39.282640
14676,GitHub,deployment,admin,1752,693,success,us-west-2,2026-07-15 06:43:39.282736
14677,ServiceNow,issue,admin,1280,834,success,eu-west-1,2026-07-14 03:47:39.282830
14678,ServiceNow,pull_request,analyst,1069,374,success,us-west-2,2026-07-03 00:01:39.282922
14679,Salesforce,deployment,developer,1299,760,success,us-east-1,2026-07-12 23:27:39.283027
14680,Salesforce,push,developer,1877,414,success,us-west-2,2026-06-29 01:06:39.283121
14681,GitHub,deployment,admin,1454,346,success,us-west-2,2026-06-20 08:39:39.283213
14682,Slack,push,analyst,632,550,success,us-east-1,2026-07-15 12:15:39.283310
14683,ServiceNow,push,developer,600,252,success,us-west-2,2026-07-15 05:39:39.283404
14684,ServiceNow,push,admin,1250,88,success,us-west-2,2026-06-23 13:55:39.283497
14685,ServiceNow,pull_request,admin,1741,903,failed,us-west-2,2026-07-13 10:38:39.283597
14686,Salesforce,release,analyst,1614,263,success,eu-west-1,2026-06-20 18:14:39.283693
14687,GitHub,issue,developer,351,28,success,us-west-2,2026-07-13 09:27:39.283786
14688,GitHub,deployment,developer,1548,270,success,us-east-1,2026-06-21 19:02:39.283881
14689,Salesforce,deployment,analyst,1341,621,success,us-east-1,2026-06-26 12:40:39.283984
14690,ServiceNow,deployment,developer,1373,174,success,us-east-1,2026-07-09 19:10:39.284080
14691,Slack,pull_request,developer,1135,182,success,us-west-2,2026-06-21 02:02:39.284173
14692,Jira,push,admin,260,733,success,us-east-1,2026-06-28 04:45:39.284268
14693,ServiceNow,pull_request,analyst,378,944,success,us-west-2,2026-06-13 20:39:39.284360
14694,GitHub,release,developer,488,240,success,eu-west-1,2026-06-12 18:56:39.284452
14695,Jira,push,admin,603,288,success,us-east-1,2026-06-18 17:10:39.284551
14696,GitHub,deployment,developer,909,752,success,us-west-2,2026-06-11 04:26:39.284645
14697,ServiceNow,release,admin,1376,272,success,eu-west-1,2026-06-12 21:11:39.284737
14698,Salesforce,push,developer,1837,487,success,eu-west-1,2026-06-22 04:44:39.284829
14699,Jira,pull_request,admin,642,236,success,us-west-2,2026-07-03 12:20:39.284925
14700,ServiceNow,pull_request,developer,1722,853,success,us-east-1,2026-07-09 06:20:39.285030
14701,Salesforce,issue,developer,1350,563,success,eu-west-1,2026-07-14 11:22:39.285122
14702,GitHub,push,developer,624,654,success,us-west-2,2026-06-18 19:06:39.285216
14703,GitHub,release,analyst,839,511,success,eu-west-1,2026-07-11 20:34:39.285308
14704,GitHub,pull_request,analyst,275,943,success,eu-west-1,2026-07-11 21:01:39.285400
14705,Salesforce,pull_request,analyst,1135,660,success,us-west-2,2026-07-11 02:34:39.285493
14706,Slack,push,analyst,522,928,success,eu-west-1,2026-06-27 01:15:39.285597
14707,Jira,deployment,admin,117,164,success,eu-west-1,2026-07-11 00:43:39.285691
14708,Jira,push,analyst,533,668,success,us-east-1,2026-07-06 17:33:39.285784
14709,Jira,push,admin,871,101,success,us-east-1,2026-06-15 06:26:39.285879
14710,ServiceNow,push,admin,220,896,success,eu-west-1,2026-07-06 12:58:39.285983
14711,Slack,release,developer,1308,604,success,us-east-1,2026-07-04 20:19:39.286082
14712,Slack,issue,analyst,365,468,success,us-east-1,2026-06-17 21:05:39.286176
14713,GitHub,push,admin,1877,761,success,eu-west-1,2026-07-05 11:00:39.286279
14714,Slack,issue,developer,829,583,success,eu-west-1,2026-06-22 12:42:39.286379
14715,GitHub,pull_request,analyst,1663,911,success,eu-west-1,2026-06-11 07:17:39.286472
14716,Salesforce,release,admin,677,592,success,us-west-2,2026-07-14 21:48:39.286574
14717,ServiceNow,issue,analyst,1571,87,success,us-east-1,2026-07-01 05:49:39.286676
14718,Slack,issue,developer,93,619,success,us-east-1,2026-06-26 22:17:39.286771
14719,GitHub,deployment,admin,999,234,success,us-west-2,2026-07-09 08:57:39.286866
14720,Jira,issue,developer,691,21,success,us-west-2,2026-06-27 05:20:39.286959
14721,ServiceNow,pull_request,analyst,1050,516,success,us-east-1,2026-06-22 08:40:39.287068
14722,Slack,pull_request,admin,843,176,success,us-east-1,2026-07-01 13:07:39.287187
14723,Salesforce,release,developer,170,407,success,eu-west-1,2026-07-07 10:36:39.287289
14724,GitHub,pull_request,analyst,365,601,success,us-east-1,2026-06-20 02:47:39.287383
14725,ServiceNow,issue,developer,376,710,success,us-east-1,2026-06-26 04:08:39.287482
14726,Slack,push,analyst,56,312,success,us-east-1,2026-06-29 23:42:39.287586
14727,ServiceNow,push,developer,70,171,success,us-west-2,2026-07-14 06:57:39.287681
14728,GitHub,issue,analyst,1609,575,success,eu-west-1,2026-06-24 07:08:39.287773
14729,GitHub,deployment,analyst,802,132,success,us-east-1,2026-06-26 22:08:39.287866
14730,Salesforce,pull_request,admin,1562,636,success,us-west-2,2026-06-13 23:37:39.287957
14731,GitHub,pull_request,developer,1981,138,success,eu-west-1,2026-06-11 11:47:39.288064
14732,ServiceNow,release,developer,1471,502,success,us-east-1,2026-07-07 02:34:39.288157
14733,GitHub,deployment,developer,1604,665,success,us-west-2,2026-06-25 09:02:39.288253
14734,Slack,push,admin,1610,701,success,eu-west-1,2026-07-01 07:33:39.288346
14735,ServiceNow,release,analyst,684,726,failed,us-west-2,2026-06-21 21:58:39.288438
14736,Jira,deployment,developer,1127,319,success,us-east-1,2026-07-07 23:03:39.288530
14737,Jira,issue,developer,579,762,success,us-west-2,2026-07-13 14:36:39.288635
14738,Salesforce,push,analyst,861,816,success,us-west-2,2026-06-28 07:15:39.288728
14739,ServiceNow,issue,developer,1027,783,success,eu-west-1,2026-06-15 11:02:39.288822
14740,ServiceNow,pull_request,analyst,1282,577,success,eu-west-1,2026-06-15 18:22:39.288915
14741,Salesforce,deployment,developer,76,488,success,us-west-2,2026-06-30 10:08:39.289021
14742,Slack,issue,admin,735,131,success,us-east-1,2026-07-01 19:21:39.289119
14743,Jira,issue,developer,1226,431,success,us-west-2,2026-06-16 07:53:39.289229
14744,GitHub,issue,developer,1346,980,success,us-east-1,2026-06-13 00:11:39.289328
14745,Jira,deployment,admin,1499,269,success,eu-west-1,2026-07-10 08:04:39.289423
14746,Salesforce,pull_request,analyst,905,287,success,us-west-2,2026-07-01 17:05:39.289517
14747,Jira,deployment,developer,1275,304,success,us-west-2,2026-06-18 15:50:39.289623
14748,ServiceNow,deployment,analyst,829,19,success,us-west-2,2026-06-23 21:19:39.289718
14749,ServiceNow,pull_request,admin,1744,500,success,eu-west-1,2026-06-28 23:50:39.289812
14750,ServiceNow,pull_request,admin,1882,678,success,us-west-2,2026-06-21 06:38:39.289906
14751,Jira,issue,developer,245,123,success,us-east-1,2026-06-17 19:35:39.290012
14752,Jira,deployment,admin,1370,73,success,us-west-2,2026-06-11 07:23:39.290108
14753,Jira,deployment,analyst,1575,977,success,eu-west-1,2026-06-24 11:10:39.290202
14754,Salesforce,issue,analyst,650,418,success,us-west-2,2026-07-14 22:57:39.290304
14755,Salesforce,release,admin,599,842,success,us-west-2,2026-07-13 03:58:39.290399
14756,Jira,push,analyst,373,254,success,us-east-1,2026-06-20 10:31:39.290494
14757,Slack,issue,analyst,495,641,success,us-west-2,2026-06-27 13:27:39.290596
14758,Slack,deployment,admin,1527,126,success,eu-west-1,2026-06-30 09:28:39.290691
14759,GitHub,release,admin,133,905,success,eu-west-1,2026-07-06 23:39:39.290786
14760,Slack,push,admin,1789,371,success,us-east-1,2026-06-21 15:45:39.290878
14761,Jira,release,admin,461,751,success,us-west-2,2026-07-05 02:12:39.290982
14762,ServiceNow,issue,admin,1164,354,success,us-east-1,2026-07-14 08:02:39.291079
14763,Salesforce,release,analyst,337,428,success,us-west-2,2026-07-11 20:11:39.291174
14764,GitHub,pull_request,analyst,406,534,success,us-west-2,2026-06-20 17:07:39.291276
14765,GitHub,deployment,admin,1629,843,success,us-east-1,2026-07-03 20:00:39.291370
14766,GitHub,release,developer,650,163,success,us-east-1,2026-07-08 09:51:39.291464
14767,GitHub,release,analyst,1670,195,success,eu-west-1,2026-07-04 03:07:39.291566
14768,Jira,issue,analyst,1048,372,success,eu-west-1,2026-07-12 09:34:39.291661
14769,GitHub,pull_request,developer,1327,723,success,us-east-1,2026-07-04 11:53:39.291756
14770,Slack,release,developer,1628,713,success,us-east-1,2026-06-27 02:43:39.291850
14771,GitHub,pull_request,admin,335,588,success,us-west-2,2026-07-11 20:40:39.291950
14772,GitHub,pull_request,admin,745,522,failed,us-east-1,2026-06-28 19:08:39.292060
14773,Slack,push,developer,1324,154,success,us-west-2,2026-07-07 09:06:39.292156
14774,ServiceNow,release,admin,886,180,success,eu-west-1,2026-07-10 23:33:39.292252
14775,GitHub,release,developer,1026,473,success,us-east-1,2026-07-01 17:19:39.292346
14776,ServiceNow,issue,analyst,99,116,success,eu-west-1,2026-06-28 13:43:39.292439
14777,GitHub,issue,analyst,1253,812,success,us-west-2,2026-07-02 07:20:39.292542
14778,Salesforce,issue,developer,186,279,success,eu-west-1,2026-06-20 03:21:39.292640
14779,Salesforce,push,admin,560,153,success,eu-west-1,2026-06-13 02:50:39.292733
14780,GitHub,deployment,developer,886,490,success,us-west-2,2026-06-25 06:54:39.292826
14781,Salesforce,deployment,developer,1888,776,success,us-west-2,2026-06-30 16:26:39.292920
14782,Slack,deployment,analyst,577,388,success,us-east-1,2026-06-16 20:33:39.293028
14783,ServiceNow,deployment,analyst,979,307,success,us-west-2,2026-06-14 20:46:39.293127
14784,Salesforce,release,admin,726,566,success,us-west-2,2026-06-18 15:50:39.293226
14785,Jira,release,admin,1806,480,success,us-west-2,2026-06-21 08:15:39.293320
14786,GitHub,release,admin,1692,730,failed,eu-west-1,2026-07-05 16:44:39.293413
14787,Slack,issue,admin,1763,133,success,eu-west-1,2026-06-12 07:09:39.293507
14788,Slack,pull_request,analyst,1387,402,success,us-west-2,2026-07-12 15:20:39.293610
14789,GitHub,push,analyst,153,951,success,us-east-1,2026-06-12 16:05:39.293703
14790,GitHub,release,developer,243,365,success,us-east-1,2026-06-13 22:11:39.293798
14791,Slack,issue,analyst,601,541,success,eu-west-1,2026-07-14 06:30:39.293890
14792,Slack,deployment,developer,519,520,success,us-east-1,2026-06-24 12:01:39.294050
14793,Slack,push,admin,784,337,success,us-west-2,2026-06-29 06:04:39.294187
14794,Salesforce,push,admin,1996,300,success,us-west-2,2026-07-12 16:14:39.294297
14795,ServiceNow,issue,analyst,1892,434,success,us-west-2,2026-06-22 09:13:39.294398
